,Tickers,Market Cap,Volume,Sector,Industry,Market_Cap_Thres,Industry_Cap_Thres,Sector_Cap_Thres,Market_Cap_Pass,Industry_Cap_Pass,Sector_Cap_Pass
232,TDC,5275270000.0,1035834,Technology,EDP Services,4375301206.200001,1714578431.5,1975194000.0,True,True,True
233,VRNT,3102485611.0,588016,Technology,EDP Services,4375301206.200001,1714578431.5,1975194000.0,False,True,True
234,VRSN,26220064818.0,428335,Technology,EDP Services,4375301206.200001,1714578431.5,1975194000.0,True,True,True
235,WEX,6739832922.0,172443,Technology,EDP Services,4375301206.200001,1714578431.5,1975194000.0,True,True,True
236,XRX,3602373290.0,1925696,Technology,EDP Services,4375301206.200001,1714578431.5,1975194000.0,False,True,True
237,ADBE,312886000000.0,1286516,Technology,Computer Software: Prepackaged Software,4375301206.200001,3148989934.5,1975194000.0,True,True,True
238,ADSK,72401147230.0,709740,Technology,Computer Software: Prepackaged Software,4375301206.200001,3148989934.5,1975194000.0,True,True,True
239,ANSS,34187450869.0,249367,Technology,Computer Software: Prepackaged Software,4375301206.200001,3148989934.5,1975194000.0,True,True,True
240,CDNS,50284463040.0,686879,Technology,Computer Software: Prepackaged Software,4375301206.200001,3148989934.5,1975194000.0,True,True,True
241,CRM,300210000000.0,3802278,Technology,Computer Software: Prepackaged Software,4375301206.200001,3148989934.5,1975194000.0,True,True,True
242,CTXS,11185147161.0,2319706,Technology,Computer Software: Prepackaged Software,4375301206.200001,3148989934.5,1975194000.0,True,True,True
243,CVLT,3052266832.0,215010,Technology,Computer Software: Prepackaged Software,4375301206.200001,3148989934.5,1975194000.0,False,False,True
244,EA,41389578010.0,1613562,Technology,Computer Software: Prepackaged Software,4375301206.200001,3148989934.5,1975194000.0,True,True,True
245,ERIC,36596700000.0,2913070,Technology,Computer Software: Prepackaged Software,4375301206.200001,3148989934.5,1975194000.0,True,True,True
246,FICO,10664213789.0,430284,Technology,Computer Software: Prepackaged Software,4375301206.200001,3148989934.5,1975194000.0,True,True,True
247,INTU,177684000000.0,1182550,Technology,Computer Software: Prepackaged Software,4375301206.200001,3148989934.5,1975194000.0,True,True,True
248,MANH,11045844474.0,171841,Technology,Computer Software: Prepackaged Software,4375301206.200001,3148989934.5,1975194000.0,True,True,True
249,MSFT,2528090000000.0,23822010,Technology,Computer Software: Prepackaged Software,4375301206.200001,3148989934.5,1975194000.0,True,True,True
250,MSTR,8407581954.0,463099,Technology,Computer Software: Prepackaged Software,4375301206.200001,3148989934.5,1975194000.0,True,True,True
251,NATI,5906985912.0,1363199,Technology,Computer Software: Prepackaged Software,4375301206.200001,3148989934.5,1975194000.0,True,True,True
252,NLOK,14852205635.0,4310374,Technology,Computer Software: Prepackaged Software,4375301206.200001,3148989934.5,1975194000.0,True,True,True
253,NUAN,17257809355.0,4860052,Technology,Computer Software: Prepackaged Software,4375301206.200001,3148989934.5,1975194000.0,True,True,True
254,ORCL,255709000000.0,6435248,Technology,Computer Software: Prepackaged Software,4375301206.200001,3148989934.5,1975194000.0,True,True,True
255,PRGS,2289457387.0,160221,Technology,Computer Software: Prepackaged Software,4375301206.200001,3148989934.5,1975194000.0,False,False,True
256,PTC,14300622623.0,579054,Technology,Computer Software: Prepackaged Software,4375301206.200001,3148989934.5,1975194000.0,True,True,True
257,TTWO,21656758804.0,1115972,Technology,Computer Software: Prepackaged Software,4375301206.200001,3148989934.5,1975194000.0,True,True,True
258,TYL,22544766453.0,123284,Technology,Computer Software: Prepackaged Software,4375301206.200001,3148989934.5,1975194000.0,True,True,True
259,VMW,52684429622.0,2876448,Technology,Computer Software: Prepackaged Software,4375301206.200001,3148989934.5,1975194000.0,True,True,True
260,ROL,17708832173.0,704188,Technology,Industrial Specialties,4375301206.200001,770574163.0,1975194000.0,True,True,True
261,HLIT,1104661334.0,580365,Technology,Radio And Television Broadcasting And Communications Equipment,4375301206.200001,631939548.0,1975194000.0,False,True,False
262,MSI,42467584383.0,851692,Technology,Radio And Television Broadcasting And Communications Equipment,4375301206.200001,631939548.0,1975194000.0,True,True,True
263,NOK,32004266720.0,11158209,Technology,Radio And Television Broadcasting And Communications Equipment,4375301206.200001,631939548.0,1975194000.0,True,True,True
264,SATS,2691773220.0,578974,Technology,Radio And Television Broadcasting And Communications Equipment,4375301206.200001,631939548.0,1975194000.0,False,True,True
265,VSAT,3935854153.0,588239,Technology,Radio And Television Broadcasting And Communications Equipment,4375301206.200001,631939548.0,1975194000.0,False,True,True
266,CSCO,239646000000.0,16657619,Technology,Computer peripheral equipment,4375301206.200001,2760358712.0,1975194000.0,True,True,True
267,DDD,3276257802.0,7933194,Technology,Computer peripheral equipment,4375301206.200001,2760358712.0,1975194000.0,False,True,True
268,JNPR,10415551049.0,1930650,Technology,Computer peripheral equipment,4375301206.200001,2760358712.0,1975194000.0,True,True,True
269,LOGI,13597230298.0,977028,Technology,Computer peripheral equipment,4375301206.200001,2760358712.0,1975194000.0,True,True,True
270,QCOM,184733000000.0,7351897,Technology,Computer peripheral equipment,4375301206.200001,2760358712.0,1975194000.0,True,True,True
271,SSYS,2176123080.0,905203,Technology,Computer peripheral equipment,4375301206.200001,2760358712.0,1975194000.0,False,False,True
272,SYNA,9850057063.0,261374,Technology,Computer peripheral equipment,4375301206.200001,2760358712.0,1975194000.0,True,True,True
273,ZBRA,31628812033.0,130835,Technology,Computer peripheral equipment,4375301206.200001,2760358712.0,1975194000.0,True,True,True
274,EXLS,4539186906.0,137346,Technology,Retail: Computer Software & Peripheral Equipment,4375301206.200001,1337329742.5,1975194000.0,True,True,True
275,JKHY,11672623555.0,1114778,Technology,Retail: Computer Software & Peripheral Equipment,4375301206.200001,1337329742.5,1975194000.0,True,True,True
276,PLUS,1635382592.0,39506,Technology,Retail: Computer Software & Peripheral Equipment,4375301206.200001,1337329742.5,1975194000.0,False,True,False
277,TTEC,4106047901.0,96909,Technology,Retail: Computer Software & Peripheral Equipment,4375301206.200001,1337329742.5,1975194000.0,False,True,True
278,ARW,8696686081.0,323112,Technology,Electronic Components,4375301206.200001,571225424.0,1975194000.0,True,True,True
279,LFUS,8125366746.0,73871,Technology,Electronic Components,4375301206.200001,571225424.0,1975194000.0,True,True,True
280,NTAP,20079685981.0,1489068,Technology,Electronic Components,4375301206.200001,571225424.0,1975194000.0,True,True,True
281,STX,24071398373.0,7775925,Technology,Electronic Components,4375301206.200001,571225424.0,1975194000.0,True,True,True
282,WDC,18871884096.0,8578593,Technology,Electronic Components,4375301206.200001,571225424.0,1975194000.0,True,True,True
283,MAN,5610032133.0,480737,Technology,Professional Services,4375301206.200001,744403886.0,1975194000.0,True,True,True
284,NSP,4622134607.0,99801,Technology,Professional Services,4375301206.200001,744403886.0,1975194000.0,True,True,True
285,TBI,958686460.0,173336,Technology,Professional Services,4375301206.200001,744403886.0,1975194000.0,False,True,False
286,GOOGL,1973740000000.0,1116944,Technology,Internet and Information Services,4375301206.200001,19644538532.0,1975194000.0,True,True,True
287,MLI,3492485244.0,543547,Basic Industries,Metal Fabrications,4375301206.200001,669517643.0,1806008815.0,False,True,True
288,NX,767984163.0,144994,Basic Industries,Metal Fabrications,4375301206.200001,669517643.0,1806008815.0,False,True,False
289,SWIR,702930369.0,239871,Basic Industries,Metal Fabrications,4375301206.200001,669517643.0,1806008815.0,False,True,False
290,WIRE,2896407728.0,252739,Basic Industries,Metal Fabrications,4375301206.200001,669517643.0,1806008815.0,False,True,True
291,ACH,9342042915.0,208747,Basic Industries,Aluminum,4375301206.200001,1713327203.0,1806008815.0,True,True,True
292,KALU,1713327203.0,109979,Basic Industries,Aluminum,4375301206.200001,1713327203.0,1806008815.0,False,True,False
293,APD,68623044600.0,1234184,Basic Industries,Specialty Chemicals,4375301206.200001,418626625.0,1806008815.0,True,True,True
294,ASH,6455347984.0,717367,Basic Industries,Specialty Chemicals,4375301206.200001,418626625.0,1806008815.0,True,True,True
295,FUL,4113931269.0,139406,Basic Industries,Home Furnishings,4375301206.200001,324817354.0,1806008815.0,False,True,True
296,ALB,32332254295.0,767697,Basic Industries,Industrial Specialties,4375301206.200001,770574163.0,1806008815.0,True,True,True
297,IOSP,2311436267.0,69139,Basic Industries,Industrial Specialties,4375301206.200001,770574163.0,1806008815.0,False,True,True
298,OLN,10267095973.0,1263318,Basic Industries,Industrial Specialties,4375301206.200001,770574163.0,1806008815.0,True,True,True
299,WDFC,3198301768.0,61627,Basic Industries,Industrial Specialties,4375301206.200001,770574163.0,1806008815.0,False,True,True
300,AIN,2850499430.0,75812,Basic Industries,Textiles,4375301206.200001,156324068.0,1806008815.0,False,True,True
301,CULP,156324068.0,9705,Basic Industries,Textiles,4375301206.200001,156324068.0,1806008815.0,False,True,False
302,IP,19084328968.0,2452318,Basic Industries,Containers/Packaging,4375301206.200001,6096231096.0,1806008815.0,True,True,True
303,SEE,9796122326.0,1012135,Basic Industries,Containers/Packaging,4375301206.200001,6096231096.0,1806008815.0,True,True,True
304,SON,6096231096.0,416204,Basic Industries,Containers/Packaging,4375301206.200001,6096231096.0,1806008815.0,True,True,True
305,DY,2557260056.0,182311,Basic Industries,Water Supply,4375301206.200001,834018652.0,1806008815.0,False,True,True
306,MTZ,7107889455.0,318381,Basic Industries,Water Supply,4375301206.200001,834018652.0,1806008815.0,True,True,True
307,MYRG,1925029652.0,85073,Basic Industries,Water Supply,4375301206.200001,834018652.0,1806008815.0,False,True,True
308,FCX,60545163065.0,18468415,Basic Industries,Precious Metals,4375301206.200001,993054427.5,1806008815.0,True,True,True
309,GSM,1306099764.0,1228237,Basic Industries,Precious Metals,4375301206.200001,993054427.5,1806008815.0,False,True,False
310,HL,3454855365.0,5406030,Basic Industries,Precious Metals,4375301206.200001,993054427.5,1806008815.0,False,True,True
311,SCCO,48286656062.0,976270,Basic Industries,Precious Metals,4375301206.200001,993054427.5,1806008815.0,True,True,True
312,CE,18522197370.0,895460,Basic Industries,Major Chemicals,4375301206.200001,2372882286.5,1806008815.0,True,True,True
313,EMN,15576250725.0,884574,Basic Industries,Major Chemicals,4375301206.200001,2372882286.5,1806008815.0,True,True,True
314,GPRE,2140623361.0,795996,Basic Industries,Major Chemicals,4375301206.200001,2372882286.5,1806008815.0,False,False,True
315,HUN,7367259178.0,1716355,Basic Industries,Major Chemicals,4375301206.200001,2372882286.5,1806008815.0,True,True,True
316,IFF,38838780345.0,894382,Basic Industries,Major Chemicals,4375301206.200001,2372882286.5,1806008815.0,True,True,True
317,MTX,2598520679.0,142869,Basic Industries,Major Chemicals,4375301206.200001,2372882286.5,1806008815.0,False,True,True
318,NEU,3587883619.0,26651,Basic Industries,Major Chemicals,4375301206.200001,2372882286.5,1806008815.0,False,True,True
319,SHI,2471076622.0,20131,Basic Industries,Major Chemicals,4375301206.200001,2372882286.5,1806008815.0,False,True,True
320,SXT,4274498329.0,139700,Basic Industries,Major Chemicals,4375301206.200001,2372882286.5,1806008815.0,False,True,True
321,WLK,13358673458.0,700224,Basic Industries,Major Chemicals,4375301206.200001,2372882286.5,1806008815.0,True,True,True
322,CF,13848679161.0,2275898,Basic Industries,Agricultural Chemicals,4375301206.200001,9870684528.0,1806008815.0,True,True,True
323,FMC,13447066105.0,462142,Basic Industries,Agricultural Chemicals,4375301206.200001,9870684528.0,1806008815.0,True,True,True
324,MOS,14168586791.0,4230362,Basic Industries,Agricultural Chemicals,4375301206.200001,9870684528.0,1806008815.0,True,True,True
325,SMG,9870684528.0,594593,Basic Industries,Agricultural Chemicals,4375301206.200001,9870684528.0,1806008815.0,True,True,True
326,SQM,18854994481.0,892786,Basic Industries,Agricultural Chemicals,4375301206.200001,9870684528.0,1806008815.0,True,True,True
327,CVCO,2707307925.0,41516,Basic Industries,Homebuilding,4375301206.200001,2501475955.0,1806008815.0,False,True,True
328,SKY,4316187850.0,340152,Basic Industries,Homebuilding,4375301206.200001,2501475955.0,1806008815.0,False,True,True
329,PPG,38373473879.0,3076153,Basic Industries,Paints/Coatings,4375301206.200001,9836668644.0,1806008815.0,True,True,True
330,RPM,12149173024.0,595328,Basic Industries,Paints/Coatings,4375301206.200001,9836668644.0,1806008815.0,True,True,True
331,SHW,86891819354.0,1212158,Basic Industries,Paints/Coatings,4375301206.200001,9836668644.0,1806008815.0,True,True,True
332,MT,30471231396.0,3356993,Basic Industries,Steel/Iron Ore,4375301206.200001,2946726164.5,1806008815.0,True,True,True
333,NUE,32078079760.0,3009414,Basic Industries,Steel/Iron Ore,4375301206.200001,2946726164.5,1806008815.0,True,True,True
334,PKX,18325588607.0,239256,Basic Industries,Steel/Iron Ore,4375301206.200001,2946726164.5,1806008815.0,True,True,True
335,RIO,100943000000.0,3752429,Basic Industries,Steel/Iron Ore,4375301206.200001,2946726164.5,1806008815.0,True,True,True
336,RS,10452653405.0,236233,Basic Industries,Steel/Iron Ore,4375301206.200001,2946726164.5,1806008815.0,True,True,True
337,STLD,13129533112.0,1003950,Basic Industries,Steel/Iron Ore,4375301206.200001,2946726164.5,1806008815.0,True,True,True
338,TX,8113396290.0,399635,Basic Industries,Steel/Iron Ore,4375301206.200001,2946726164.5,1806008815.0,True,True,True
339,X,7134144943.0,15037148,Basic Industries,Steel/Iron Ore,4375301206.200001,2946726164.5,1806008815.0,True,True,True
340,GPK,6344667840.0,1873816,Basic Industries,Paper,4375301206.200001,982905218.0,1806008815.0,True,True,True
341,KMB,45089736243.0,1232305,Basic Industries,Paper,4375301206.200001,982905218.0,1806008815.0,True,True,True
342,PKG,12832302579.0,258120,Basic Industries,Paper,4375301206.200001,982905218.0,1806008815.0,True,True,True
343,SWM,1090657701.0,294066,Basic Industries,Paper,4375301206.200001,982905218.0,1806008815.0,False,True,False
344,UFS,2722989815.0,228764,Basic Industries,Paper,4375301206.200001,982905218.0,1806008815.0,False,True,True
345,KWR,4838667392.0,33674,Basic Industries,Automotive Aftermarket,4375301206.200001,5597106415.0,1806008815.0,True,False,True
346,UEC,1416657955.0,8497162,Basic Industries,Other Metals and Minerals,4375301206.200001,775209979.0,1806008815.0,False,True,False
347,UFPI,5472735501.0,135315,Basic Industries,Forest Products,4375301206.200001,5472735501.0,1806008815.0,True,True,True
348,DRQ,748411468.0,308185,Energy,Metal Fabrications,4375301206.200001,669517643.0,964740671.5,False,True,False
349,FTI,3105326307.0,3759640,Energy,Metal Fabrications,4375301206.200001,669517643.0,964740671.5,False,True,True
350,NOV,5375919636.0,2799683,Energy,Metal Fabrications,4375301206.200001,669517643.0,964740671.5,True,True,True
351,GLNG,1445758261.0,787639,Energy,Oilfield Services/Equipment,4375301206.200001,685407637.0,964740671.5,False,True,True
352,OII,1281415372.0,495316,Energy,Oilfield Services/Equipment,4375301206.200001,685407637.0,964740671.5,False,True,True
353,RES,1095885215.0,581208,Energy,Oilfield Services/Equipment,4375301206.200001,685407637.0,964740671.5,False,True,True
354,SLB,45950243517.0,7346121,Energy,Oilfield Services/Equipment,4375301206.200001,685407637.0,964740671.5,True,True,True
355,APA,10698426928.0,6986473,Energy,Oil & Gas Production,4375301206.200001,1196727205.0,964740671.5,True,True,True
356,DVN,28826660000.0,5993202,Energy,Oil & Gas Production,4375301206.200001,1196727205.0,964740671.5,True,True,True
357,E,50928661674.0,180325,Energy,Oil & Gas Production,4375301206.200001,1196727205.0,964740671.5,True,True,True
358,EOG,55489933798.0,3539451,Energy,Oil & Gas Production,4375301206.200001,1196727205.0,964740671.5,True,True,True
359,EQT,8072983335.0,4888582,Energy,Oil & Gas Production,4375301206.200001,1196727205.0,964740671.5,True,True,True
360,HAL,21097887326.0,7195127,Energy,Oil & Gas Production,4375301206.200001,1196727205.0,964740671.5,True,True,True
361,HES,25453356149.0,1552761,Energy,Oil & Gas Production,4375301206.200001,1196727205.0,964740671.5,True,True,True
362,HP,3583318550.0,508845,Energy,Oil & Gas Production,4375301206.200001,1196727205.0,964740671.5,False,True,True
363,MMP,10505774614.0,1447663,Energy,Oil & Gas Production,4375301206.200001,1196727205.0,964740671.5,True,True,True
364,MRO,12985995442.0,9989121,Energy,Oil & Gas Production,4375301206.200001,1196727205.0,964740671.5,True,True,True
365,MUR,4348024453.0,1630936,Energy,Oil & Gas Production,4375301206.200001,1196727205.0,964740671.5,False,True,True
366,NFG,5489129250.0,1025029,Energy,Oil & Gas Production,4375301206.200001,1196727205.0,964740671.5,True,True,True
367,OVV,9370320013.0,1908922,Energy,Oil & Gas Production,4375301206.200001,1196727205.0,964740671.5,True,True,True
368,OXY,29962109870.0,10227485,Energy,Oil & Gas Production,4375301206.200001,1196727205.0,964740671.5,True,True,True
369,PAA,7552114387.0,2820460,Energy,Oil & Gas Production,4375301206.200001,1196727205.0,964740671.5,True,True,True
370,PBR,66721089445.0,20166822,Energy,Oil & Gas Production,4375301206.200001,1196727205.0,964740671.5,True,True,True
371,PDCE,5483530360.0,444248,Energy,Oil & Gas Production,4375301206.200001,1196727205.0,964740671.5,True,True,True
372,PTEN,1860720495.0,2231330,Energy,Oil & Gas Production,4375301206.200001,1196727205.0,964740671.5,False,True,True
373,PTR,83896816224.0,109643,Energy,Oil & Gas Production,4375301206.200001,1196727205.0,964740671.5,True,True,True
374,PXD,44735059371.0,1033766,Energy,Oil & Gas Production,4375301206.200001,1196727205.0,964740671.5,True,True,True
375,RIG,2235271508.0,12206042,Energy,Oil & Gas Production,4375301206.200001,1196727205.0,964740671.5,False,True,True
376,RRC,5977878072.0,3425612,Energy,Oil & Gas Production,4375301206.200001,1196727205.0,964740671.5,True,True,True
377,SM,4195704707.0,1530141,Energy,Oil & Gas Production,4375301206.200001,1196727205.0,964740671.5,False,True,True
378,SSL,10713876634.0,261370,Energy,Oil & Gas Production,4375301206.200001,1196727205.0,964740671.5,True,True,True
379,SWN,5288036406.0,17749317,Energy,Oil & Gas Production,4375301206.200001,1196727205.0,964740671.5,True,True,True
380,TELL,1877699843.0,9447513,Energy,Oil & Gas Production,4375301206.200001,1196727205.0,964740671.5,False,True,True
381,TPL,10043104191.0,16585,Energy,Oil & Gas Production,4375301206.200001,1196727205.0,964740671.5,True,True,True
382,TTE,130904000000.0,1263356,Energy,Oil & Gas Production,4375301206.200001,1196727205.0,964740671.5,True,True,True
383,XOM,270186000000.0,18151890,Energy,Oil & Gas Production,4375301206.200001,1196727205.0,964740671.5,True,True,True
384,ARLP,1385155935.0,319387,Energy,Coal Mining,4375301206.200001,1142482171.5,964740671.5,False,True,True
385,GEL,1597207211.0,296056,Energy,Oil Refining/Marketing,4375301206.200001,1439609248.0,964740671.5,False,True,True
386,INT,1805388168.0,306990,Energy,Oil Refining/Marketing,4375301206.200001,1439609248.0,964740671.5,False,True,True
387,COP,95438995296.0,5328966,Energy,Integrated oil Companies,4375301206.200001,5617494844.0,964740671.5,True,True,True
388,CVI,1869869141.0,779631,Energy,Integrated oil Companies,4375301206.200001,5617494844.0,964740671.5,False,False,True
389,CVX,220200000000.0,8682421,Energy,Integrated oil Companies,4375301206.200001,5617494844.0,964740671.5,True,True,True
390,DK,1371311335.0,703269,Energy,Integrated oil Companies,4375301206.200001,5617494844.0,964740671.5,False,False,True
391,HFC,5617494844.0,1878544,Energy,Integrated oil Companies,4375301206.200001,5617494844.0,964740671.5,True,True,True
392,SNP,58949571954.0,64149,Energy,Integrated oil Companies,4375301206.200001,5617494844.0,964740671.5,True,True,True
393,VLO,31308631397.0,2846895,Energy,Integrated oil Companies,4375301206.200001,5617494844.0,964740671.5,True,True,True
394,YPF,1691245010.0,7635425,Energy,Integrated oil Companies,4375301206.200001,5617494844.0,964740671.5,False,False,True
395,AB,5567758864.0,147596,Finance,Investment Managers,4375301206.200001,438590011.5,350570312.5,True,True,True
396,AMG,7518054011.0,66620,Finance,Investment Managers,4375301206.200001,438590011.5,350570312.5,True,True,True
397,AMP,34678772000.0,328136,Finance,Investment Managers,4375301206.200001,438590011.5,350570312.5,True,True,True
398,BEN,18019638000.0,1800522,Finance,Investment Managers,4375301206.200001,438590011.5,350570312.5,True,True,True
399,BK,49615329465.0,3393430,Finance,Investment Managers,4375301206.200001,438590011.5,350570312.5,True,True,True
400,EVR,6073731630.0,287210,Finance,Investment Managers,4375301206.200001,438590011.5,350570312.5,True,True,True
401,FHI,3462483954.0,393911,Finance,Investment Managers,4375301206.200001,438590011.5,350570312.5,False,True,True
402,GBL,745105031.0,26085,Finance,Investment Managers,4375301206.200001,438590011.5,350570312.5,False,True,True
403,IVZ,12065162485.0,2256544,Finance,Investment Managers,4375301206.200001,438590011.5,350570312.5,True,True,True
404,JHG,8128352855.0,505859,Finance,Investment Managers,4375301206.200001,438590011.5,350570312.5,True,True,True
405,LAZ,4921489337.0,546293,Finance,Investment Managers,4375301206.200001,438590011.5,350570312.5,True,True,True
406,PZN,818424697.0,40251,Finance,Investment Managers,4375301206.200001,438590011.5,350570312.5,False,True,True
407,SCU,571663605.0,216746,Finance,Investment Managers,4375301206.200001,438590011.5,350570312.5,False,True,True
408,STT,36222882169.0,2585860,Finance,Investment Managers,4375301206.200001,438590011.5,350570312.5,True,True,True
409,TROW,48766546621.0,676632,Finance,Investment Managers,4375301206.200001,438590011.5,350570312.5,True,True,True
410,TYG,362369693.0,32781,Finance,Investment Managers,4375301206.200001,438590011.5,350570312.5,False,False,True
411,VRTS,2551504537.0,43261,Finance,Investment Managers,4375301206.200001,438590011.5,350570312.5,False,True,True
412,AEG,9825943545.0,1300332,Finance,Life Insurance,4375301206.200001,3064339854.0,350570312.5,True,True,True
413,AEL,3447978779.0,779518,Finance,Life Insurance,4375301206.200001,3064339854.0,350570312.5,False,True,True
414,AIG,50149412976.0,3538104,Finance,Life Insurance,4375301206.200001,3064339854.0,350570312.5,True,True,True
415,ANAT,5099157480.0,37599,Finance,Life Insurance,4375301206.200001,3064339854.0,350570312.5,True,True,True
416,GL,9534458425.0,356750,Finance,Life Insurance,4375301206.200001,3064339854.0,350570312.5,True,True,True
417,GNW,2202054520.0,2190721,Finance,Life Insurance,4375301206.200001,3064339854.0,350570312.5,False,False,True
418,LFC,50254654380.0,362720,Finance,Life Insurance,4375301206.200001,3064339854.0,350570312.5,True,True,True
419,LNC,13320037319.0,1266975,Finance,Life Insurance,4375301206.200001,3064339854.0,350570312.5,True,True,True
420,MET,54208455000.0,4084827,Finance,Life Insurance,4375301206.200001,3064339854.0,350570312.5,True,True,True
421,NWLI,850828680.0,5469,Finance,Life Insurance,4375301206.200001,3064339854.0,350570312.5,False,False,True
422,PRU,41863500000.0,1043789,Finance,Life Insurance,4375301206.200001,3064339854.0,350570312.5,True,True,True
423,PUK,55683475158.0,138464,Finance,Life Insurance,4375301206.200001,3064339854.0,350570312.5,True,True,True
424,RGA,7588792951.0,407388,Finance,Life Insurance,4375301206.200001,3064339854.0,350570312.5,True,True,True
425,IT,27306640880.0,214899,Finance,Diversified Commercial Services,4375301206.200001,971328442.0,350570312.5,True,True,True
426,ABCB,3744980572.0,266232,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
427,AROW,589501291.0,12503,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
428,ASB,3552259249.0,1229121,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
429,BAC,404704000000.0,44252178,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,True,True,True
430,C,137232000000.0,13865806,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,True,True,True
431,CAC,741130909.0,16015,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
432,CADE,6047876896.0,1324986,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,True,True,True
433,CMA,11640755417.0,887630,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,True,True,True
434,CTBI,804722953.0,22545,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
435,CVBF,2798413743.0,394675,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
436,EBSB,1272980527.0,1382810,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
437,FBNC,1789097621.0,190725,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
438,FBP,2948943406.0,1577717,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
439,FCF,1496129691.0,291483,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
440,FCNCA,8206514580.0,61562,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,True,True,True
441,FFBC,2372810096.0,155208,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
442,FFIC,735615156.0,48572,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
443,FFIN,7753388986.0,214823,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,True,True,True
444,FHN,9284680968.0,2705616,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,True,True,True
445,FITB,30228909614.0,3428480,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,True,True,True
446,FMBI,2351695279.0,308067,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
447,FNB,4018491641.0,1366231,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
448,FRME,2306036377.0,201413,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
449,FULT,2716359360.0,500236,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
450,GBCI,6564825093.0,198979,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,True,True,True
451,HBAN,23504995296.0,7615708,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,True,True,True
452,HOMB,4256706038.0,385054,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
453,HTH,2927859233.0,226375,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
454,HWC,4586174832.0,349762,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,True,True,True
455,IBCP,506392576.0,126265,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,False,True
456,IBOC,2862296695.0,165348,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
457,INDB,2901448965.0,4261721,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
458,JPM,493121000000.0,8111552,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,True,True,True
459,KEY,22429194086.0,6491411,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,True,True,True
460,MBWM,573545607.0,19063,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
461,NBTB,1655869362.0,59403,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
462,NFBK,894480132.0,70954,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
463,NWBI,1800985172.0,370753,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
464,OFG,1345382352.0,238481,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
465,ONB,3024447360.0,1041285,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
466,OZK,6088074336.0,311590,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,True,True,True
467,PNC,86053894713.0,1490746,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,True,True,True
468,PRK,2248843658.0,23231,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
469,RBCAA,1131610928.0,4902,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
470,RF,22831118821.0,7724047,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,True,True,True
471,RNST,2203137525.0,160994,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
472,SASR,2291461106.0,123211,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
473,SBCF,2171754879.0,212165,Finance,Major Banks,4375301206.200001,558994771.0,350570312.5,False,True,True
